"gene","spearman_correlation","p_value","cancer_type"
"FN1",0.355316169477691,7.54633786247625e-19,"UCEC"
"MSN",0.35521654041059,7.72878370116468e-19,"UCEC"
"UBFD1",0.355205926901787,7.74847396394379e-19,"UCEC"
"ATP10D",0.354658191895212,8.83460191236585e-19,"UCEC"
"PTPRG",0.354594930585678,8.96932472600459e-19,"UCEC"
"FKBP14",0.354318229815209,9.58277273870031e-19,"UCEC"
"RFX7",0.354226306035574,9.79557435453236e-19,"UCEC"
"CCDC12",-0.35391908393188,1.05411254887254e-18,"UCEC"
"HOMER1",0.353805093648066,1.08317399479505e-18,"UCEC"
"SYNJ2BP",0.353666728272,1.11951180626239e-18,"UCEC"
"PAM16",-0.353496912131147,1.16575375337701e-18,"UCEC"
"RPL32",-0.353437578419504,1.18235015850538e-18,"UCEC"
"TOP1",0.353431761976826,1.18398956438599e-18,"UCEC"
"FNDC3A",0.353410025270944,1.19013605384202e-18,"UCEC"
"ITGA6",0.353316572426481,1.21692173237323e-18,"UCEC"
"TEAD1",0.353290068636136,1.22462580593969e-18,"UCEC"
"ABHD1",-0.353237900542018,1.23993054520453e-18,"UCEC"
"LYST",0.353123100753295,1.27427634451794e-18,"UCEC"
"UGGT1",0.352980058237756,1.31838542623081e-18,"UCEC"
"TRAF6",0.35277846153382,1.38311418123848e-18,"UCEC"
"TRIM39-RPP21",-0.352738765811629,1.39622370738755e-18,"UCEC"
"SALL1",0.352730520854225,1.39896191868075e-18,"UCEC"
"ATRX",0.352697750896254,1.40989745133979e-18,"UCEC"
"CTNNA1",0.352489198446435,1.48149241701473e-18,"UCEC"
"DHX8",0.35242245926396,1.50515113512519e-18,"UCEC"
"EP300",0.352264545843431,1.56262276427331e-18,"UCEC"
"FHL2",0.352250964149963,1.56766550805266e-18,"UCEC"
"CALD1",0.352211598226068,1.58237240521014e-18,"UCEC"
"RPL14",-0.351985296631584,1.66959142704276e-18,"UCEC"
"ASAP1",0.351982658245214,1.67063571180518e-18,"UCEC"
"KRBA2",0.351927372058115,1.69266680304876e-18,"UCEC"
"FRRS1",0.351630291475699,1.81604231573999e-18,"UCEC"
"TRIO",0.350774037434821,2.22335973280085e-18,"UCEC"
